,,,,,,,,,,,
minecraft:golden_apple,0,,Golden Apple,,item.appleGold,net.minecraft.item.ItemAppleGold,-,,64,0,minecraft:golden_apple#inventory
minecraft:golden_apple,1,,Golden Apple,,item.appleGold,net.minecraft.item.ItemAppleGold,-,,64,0,minecraft:golden_apple#inventory
minecraft:golden_axe,0,,Golden Axe,,item.hatchetGold,net.minecraft.item.ItemAxe,-,,1,32,minecraft:golden_axe#inventory
minecraft:golden_boots,0,,Golden Boots,,item.bootsGold,net.minecraft.item.ItemArmor,-,,1,91,minecraft:golden_boots#inventory
minecraft:golden_carrot,0,,Golden Carrot,,item.carrotGolden,net.minecraft.item.ItemFood,-,,64,0,minecraft:golden_carrot#inventory
minecraft:golden_chestplate,0,,Golden Chestplate,,item.chestplateGold,net.minecraft.item.ItemArmor,-,,1,112,minecraft:golden_chestplate#inventory
minecraft:golden_helmet,0,,Golden Helmet,,item.helmetGold,net.minecraft.item.ItemArmor,-,,1,77,minecraft:golden_helmet#inventory
minecraft:golden_hoe,0,,Golden Hoe,,item.hoeGold,net.minecraft.item.ItemHoe,-,,1,32,minecraft:golden_hoe#inventory
minecraft:golden_horse_armor,0,,Gold Horse Armor,,item.horsearmorgold,net.minecraft.item.Item,-,,1,0,minecraft:golden_horse_armor#inventory
minecraft:golden_leggings,0,,Golden Leggings,,item.leggingsGold,net.minecraft.item.ItemArmor,-,,1,105,minecraft:golden_leggings#inventory
minecraft:golden_pickaxe,0,,Golden Pickaxe,,item.pickaxeGold,net.minecraft.item.ItemPickaxe,-,,1,32,minecraft:golden_pickaxe#inventory
minecraft:golden_rail,0,,Powered Rail,,tile.goldenRail,net.minecraft.item.ItemBlock,+,,64,0,minecraft:golden_rail#inventory
minecraft:golden_shovel,0,,Golden Shovel,,item.shovelGold,net.minecraft.item.ItemSpade,-,,1,32,minecraft:golden_shovel#inventory
minecraft:golden_sword,0,,Golden Sword,,item.swordGold,net.minecraft.item.ItemSword,-,,1,32,minecraft:golden_sword#inventory
minecraft:grass,0,,Grass Block,,tile.grass,net.minecraft.item.ItemColored,+,grass,64,0,minecraft:grass#inventory
minecraft:gravel,0,,Gravel,,tile.gravel,net.minecraft.item.ItemBlock,+,gravel,64,0,minecraft:gravel#inventory
minecraft:gray_glazed_terracotta,0,,Gray Glazed Terracotta,,tile.glazedTerracottaGray,net.minecraft.item.ItemBlock,+,,64,0,minecraft:gray_glazed_terracotta#inventory
minecraft:gray_shulker_box,0,,Gray Shulker Box,,tile.shulkerBoxGray,net.minecraft.item.ItemShulkerBox,+,,1,0,minecraft:gray_shulker_box#inventory
minecraft:green_glazed_terracotta,0,,Green Glazed Terracotta,,tile.glazedTerracottaGreen,net.minecraft.item.ItemBlock,+,,64,0,minecraft:green_glazed_terracotta#inventory
minecraft:green_shulker_box,0,,Green Shulker Box,,tile.shulkerBoxGreen,net.minecraft.item.ItemShulkerBox,+,,1,0,minecraft:green_shulker_box#inventory
minecraft:gunpowder,0,,Gunpowder,,item.sulphur,net.minecraft.item.Item,-,gunpowder,64,0,minecraft:gunpowder#inventory
minecraft:hardened_clay,0,,Terracotta,,tile.clayHardened,net.minecraft.item.ItemBlock,+,,64,0,minecraft:hardened_clay#inventory
minecraft:hay_block,0,,Hay Bale,,tile.hayBlock,net.minecraft.item.ItemBlock,+,,64,0,minecraft:hay_block#inventory
minecraft:heavy_weighted_pressure_plate,0,,Weighted Pressure Plate (Heavy),,tile.weightedPlate_heavy,net.minecraft.item.ItemBlock,+,,64,0,minecraft:heavy_weighted_pressure_plate#inventory
minecraft:hopper,0,,Hopper,,tile.hopper,net.minecraft.item.ItemBlock,+,,64,0,minecraft:hopper#inventory
minecraft:hopper_minecart,0,,Minecart with Hopper,,item.minecartHopper,net.minecraft.item.ItemMinecart,-,,1,0,minecraft:hopper_minecart#inventory
minecraft:ice,0,,Ice,,tile.ice,net.minecraft.item.ItemBlock,+,,64,0,minecraft:ice#inventory
minecraft:iron_axe,0,,Iron Axe,,item.hatchetIron,net.minecraft.item.ItemAxe,-,,1,250,minecraft:iron_axe#inventory
minecraft:iron_bars,0,,Iron Bars,,tile.fenceIron,net.minecraft.item.ItemBlock,+,,64,0,minecraft:iron_bars#inventory
minecraft:iron_block,0,,Block of Iron,,tile.blockIron,net.minecraft.item.ItemBlock,+,blockIron,64,0,minecraft:iron_block#inventory
minecraft:iron_boots,0,,Iron Boots,,item.bootsIron,net.minecraft.item.ItemArmor,-,,1,195,minecraft:iron_boots#inventory
minecraft:iron_chestplate,0,,Iron Chestplate,,item.chestplateIron,net.minecraft.item.ItemArmor,-,,1,240,minecraft:iron_chestplate#inventory
minecraft:iron_door,0,,Iron Door,,item.doorIron,net.minecraft.item.ItemDoor,-,,64,0,minecraft:iron_door#inventory
minecraft:iron_helmet,0,,Iron Helmet,,item.helmetIron,net.minecraft.item.ItemArmor,-,,1,165,minecraft:iron_helmet#inventory
minecraft:iron_hoe,0,,Iron Hoe,,item.hoeIron,net.minecraft.item.ItemHoe,-,,1,250,minecraft:iron_hoe#inventory
minecraft:iron_horse_armor,0,,Iron Horse Armor,,item.horsearmormetal,net.minecraft.item.Item,-,,1,0,minecraft:iron_horse_armor#inventory
minecraft:iron_ingot,0,,Iron Ingot,,item.ingotIron,net.minecraft.item.Item,-,ingotIron,64,0,minecraft:iron_ingot#inventory
minecraft:iron_leggings,0,,Iron Leggings,,item.leggingsIron,net.minecraft.item.ItemArmor,-,,1,225,minecraft:iron_leggings#inventory
minecraft:iron_nugget,0,,Iron Nugget,,item.ironNugget,net.minecraft.item.Item,-,nuggetIron,64,0,minecraft:iron_nugget#inventory
minecraft:iron_ore,0,,Iron Ore,,tile.oreIron,net.minecraft.item.ItemBlock,+,oreIron,64,0,minecraft:iron_ore#inventory
minecraft:iron_pickaxe,0,,Iron Pickaxe,,item.pickaxeIron,net.minecraft.item.ItemPickaxe,-,,1,250,minecraft:iron_pickaxe#inventory
minecraft:iron_shovel,0,,Iron Shovel,,item.shovelIron,net.minecraft.item.ItemSpade,-,,1,250,minecraft:iron_shovel#inventory
minecraft:iron_sword,0,,Iron Sword,,item.swordIron,net.minecraft.item.ItemSword,-,,1,250,minecraft:iron_sword#inventory
minecraft:iron_trapdoor,0,,Iron Trapdoor,,tile.ironTrapdoor,net.minecraft.item.ItemBlock,+,,64,0,minecraft:iron_trapdoor#inventory
minecraft:item_frame,0,,Item Frame,,item.frame,net.minecraft.item.ItemHangingEntity,-,,64,0,minecraft:item_frame#inventory
minecraft:jukebox,0,,Jukebox,,tile.jukebox,net.minecraft.item.ItemBlock,+,,64,0,minecraft:jukebox#inventory
minecraft:jungle_boat,0,,Jungle Boat,,item.boat.jungle,net.minecraft.item.ItemBoat,-,,1,0,minecraft:jungle_boat#inventory
minecraft:jungle_door,0,,Jungle Door,,item.doorJungle,net.minecraft.item.ItemDoor,-,doorWood,64,0,minecraft:jungle_door#inventory
minecraft:jungle_fence,0,,Jungle Fence,,tile.jungleFence,net.minecraft.item.ItemBlock,+,fenceWood,64,0,minecraft:jungle_fence#inventory
minecraft:jungle_fence_gate,0,,Jungle Fence Gate,,tile.jungleFenceGate,net.minecraft.item.ItemBlock,+,fenceGateWood,64,0,minecraft:jungle_fence_gate#inventory
minecraft:jungle_stairs,0,,Jungle Wood Stairs,,tile.stairsWoodJungle,net.minecraft.item.ItemBlock,+,stairWood,64,0,minecraft:jungle_stairs#inventory
minecraft:ladder,0,,Ladder,,tile.ladder,net.minecraft.item.ItemBlock,+,,64,0,minecraft:ladder#inventory
minecraft:lapis_block,0,,Lapis Lazuli Block,,tile.blockLapis,net.minecraft.item.ItemBlock,+,blockLapis,64,0,minecraft:lapis_block#inventory
minecraft:lapis_ore,0,,Lapis Lazuli Ore,,tile.oreLapis,net.minecraft.item.ItemBlock,+,oreLapis,64,0,minecraft:lapis_ore#inventory
minecraft:lava_bucket,0,,Lava Bucket,,item.bucketLava,net.minecraft.item.ItemBucket,-,,1,0,minecraft:lava_bucket#inventory
minecraft:lead,0,,Lead,,item.leash,net.minecraft.item.ItemLead,-,,64,0,minecraft:lead#inventory
minecraft:leather,0,,Leather,,item.leather,net.minecraft.item.Item,-,leather,64,0,minecraft:leather#inventory
minecraft:leather_boots,0,,Leather Boots,,item.bootsCloth,net.minecraft.item.ItemArmor,-,,1,65,minecraft:leather_boots#inventory
minecraft:leather_chestplate,0,,Leather Tunic,,item.chestplateCloth,net.minecraft.item.ItemArmor,-,,1,80,minecraft:leather_chestplate#inventory
minecraft:leather_helmet,0,,Leather Cap,,item.helmetCloth,net.minecraft.item.ItemArmor,-,,1,55,minecraft:leather_helmet#inventory
minecraft:leather_leggings,0,,Leather Pants,,item.leggingsCloth,net.minecraft.item.ItemArmor,-,,1,75,minecraft:leather_leggings#inventory
minecraft:leaves,0,,Oak Leaves,,tile.leaves.oak,net.minecraft.item.ItemLeaves,+,treeLeaves,64,0,minecraft:oak_leaves#inventory
minecraft:leaves,1,,Spruce Leaves,,tile.leaves.spruce,net.minecraft.item.ItemLeaves,+,treeLeaves,64,0,minecraft:spruce_leaves#inventory
minecraft:leaves,2,,Birch Leaves,,tile.leaves.birch,net.minecraft.item.ItemLeaves,+,treeLeaves,64,0,minecraft:birch_leaves#inventory
minecraft:leaves,3,,Jungle Leaves,,tile.leaves.jungle,net.minecraft.item.ItemLeaves,+,treeLeaves,64,0,minecraft:jungle_leaves#inventory
minecraft:leaves2,0,,Acacia Leaves,,tile.leaves.acacia,net.minecraft.item.ItemLeaves,+,treeLeaves,64,0,minecraft:acacia_leaves#inventory
minecraft:leaves2,1,,Dark Oak Leaves,,tile.leaves.big_oak,net.minecraft.item.ItemLeaves,+,treeLeaves,64,0,minecraft:dark_oak_leaves#inventory
minecraft:lever,0,,Lever,,tile.lever,net.minecraft.item.ItemBlock,+,,64,0,minecraft:lever#inventory
minecraft:light_blue_glazed_terracotta,0,,Light Blue Glazed Terracotta,,tile.glazedTerracottaLightBlue,net.minecraft.item.ItemBlock,+,,64,0,minecraft:light_blue_glazed_terracotta#inventory
minecraft:light_blue_shulker_box,0,,Light Blue Shulker Box,,tile.shulkerBoxLightBlue,net.minecraft.item.ItemShulkerBox,+,,1,0,minecraft:light_blue_shulker_box#inventory
minecraft:light_weighted_pressure_plate,0,,Weighted Pressure Plate (Light),,tile.weightedPlate_light,net.minecraft.item.ItemBlock,+,,64,0,minecraft:light_weighted_pressure_plate#inventory
minecraft:lime_glazed_terracotta,0,,Lime Glazed Terracotta,,tile.glazedTerracottaLime,net.minecraft.item.ItemBlock,+,,64,0,minecraft:lime_glazed_terracotta#inventory
minecraft:lime_shulker_box,0,,Lime Shulker Box,,tile.shulkerBoxLime,net.minecraft.item.ItemShulkerBox,+,,1,0,minecraft:lime_shulker_box#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:water""}",Lingering Water Bottle,§7No Effects,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:mundane""}",Mundane Lingering Potion,§7No Effects,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:thick""}",Thick Lingering Potion,§7No Effects,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:awkward""}",Awkward Lingering Potion,§7No Effects,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:night_vision""}",Lingering Potion of Night Vision,§9Night Vision (0:45),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_night_vision""}",Lingering Potion of Night Vision,§9Night Vision (2:00),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:invisibility""}",Lingering Potion of Invisibility,§9Invisibility (0:45),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_invisibility""}",Lingering Potion of Invisibility,§9Invisibility (2:00),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:leaping""}",Lingering Potion of Leaping,§9Jump Boost (0:45),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_leaping""}",Lingering Potion of Leaping,§9Jump Boost (2:00),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strong_leaping""}",Lingering Potion of Leaping,§9Jump Boost II (0:22),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:fire_resistance""}",Lingering Potion of Fire Resistance,§9Fire Resistance (0:45),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_fire_resistance""}",Lingering Potion of Fire Resistance,§9Fire Resistance (2:00),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:swiftness""}",Lingering Potion of Swiftness,"§9Speed (0:45)

§5When Applied:
§9+20% Speed",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_swiftness""}",Lingering Potion of Swiftness,"§9Speed (2:00)

§5When Applied:
§9+20% Speed",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strong_swiftness""}",Lingering Potion of Swiftness,"§9Speed II (0:22)

§5When Applied:
§9+40% Speed",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:slowness""}",Lingering Potion of Slowness,"§cSlowness (0:22)

§5When Applied:
§c-15% Speed",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_slowness""}",Lingering Potion of Slowness,"§cSlowness (1:00)

§5When Applied:
§c-15% Speed",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:water_breathing""}",Lingering Potion of Water Breathing,§9Water Breathing (0:45),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_water_breathing""}",Lingering Potion of Water Breathing,§9Water Breathing (2:00),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:healing""}",Lingering Potion of Healing,§9Instant Health,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strong_healing""}",Lingering Potion of Healing,§9Instant Health II,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:harming""}",Lingering Potion of Harming,§cInstant Damage,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strong_harming""}",Lingering Potion of Harming,§cInstant Damage II,item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:poison""}",Lingering Potion of Poison,§cPoison (0:11),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_poison""}",Lingering Potion of Poison,§cPoison (0:22),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strong_poison""}",Lingering Potion of Poison,§cPoison II (0:05),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:regeneration""}",Lingering Potion of Regeneration,§9Regeneration (0:11),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_regeneration""}",Lingering Potion of Regeneration,§9Regeneration (0:22),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strong_regeneration""}",Lingering Potion of Regeneration,§9Regeneration II (0:05),item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strength""}",Lingering Potion of Strength,"§9Strength (0:45)

§5When Applied:
§9+3 Attack Damage",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_strength""}",Lingering Potion of Strength,"§9Strength (2:00)

§5When Applied:
§9+3 Attack Damage",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:strong_strength""}",Lingering Potion of Strength,"§9Strength II (0:22)

§5When Applied:
§9+6 Attack Damage",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:weakness""}",Lingering Potion of Weakness,"§cWeakness (0:22)

§5When Applied:
§c-4 Attack Damage",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:long_weakness""}",Lingering Potion of Weakness,"§cWeakness (1:00)

§5When Applied:
§c-4 Attack Damage",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lingering_potion,0,"{Potion:""minecraft:luck""}",Lingering Potion of Luck,"§9Luck (1:15)

§5When Applied:
§9+1 Luck",item.lingering_potion,net.minecraft.item.ItemLingeringPotion,-,,1,0,minecraft:bottle_lingering#inventory
minecraft:lit_pumpkin,0,,Jack o'Lantern,,tile.litpumpkin,net.minecraft.item.ItemBlock,+,,64,0,minecraft:lit_pumpkin#inventory
minecraft:log,0,,Oak Wood,,tile.log.oak,net.minecraft.item.ItemMultiTexture,+,logWood,64,0,minecraft:oak_log#inventory
minecraft:log,1,,Spruce Wood,,tile.log.spruce,net.minecraft.item.ItemMultiTexture,+,logWood,64,0,minecraft:spruce_log#inventory
minecraft:log,2,,Birch Wood,,tile.log.birch,net.minecraft.item.ItemMultiTexture,+,logWood,64,0,minecraft:birch_log#inventory
minecraft:log,3,,Jungle Wood,,tile.log.jungle,net.minecraft.item.ItemMultiTexture,+,logWood,64,0,minecraft:jungle_log#inventory
minecraft:log2,0,,Acacia Wood,,tile.log.acacia,net.minecraft.item.ItemMultiTexture,+,logWood,64,0,minecraft:acacia_log#inventory
minecraft:log2,1,,Dark Oak Wood,,tile.log.big_oak,net.minecraft.item.ItemMultiTexture,+,logWood,64,0,minecraft:dark_oak_log#inventory
minecraft:magenta_glazed_terracotta,0,,Magenta Glazed Terracotta,,tile.glazedTerracottaMagenta,net.minecraft.item.ItemBlock,+,,64,0,minecraft:magenta_glazed_terracotta#inventory
minecraft:magenta_shulker_box,0,,Magenta Shulker Box,,tile.shulkerBoxMagenta,net.minecraft.item.ItemShulkerBox,+,,1,0,minecraft:magenta_shulker_box#inventory
minecraft:magma,0,,Magma Block,,tile.magma,net.minecraft.item.ItemBlock,+,,64,0,minecraft:magma#inventory
minecraft:magma_cream,0,,Magma Cream,,item.magmaCream,net.minecraft.item.Item,-,,64,0,minecraft:magma_cream#inventory
minecraft:map,0,,Empty Map,,item.emptyMap,net.minecraft.item.ItemEmptyMap,-,,64,0,minecraft:map#inventory
minecraft:melon,0,,Melon,,item.melon,net.minecraft.item.ItemFood,-,,64,0,minecraft:melon#inventory
minecraft:melon_block,0,,Melon,,tile.melon,net.minecraft.item.ItemBlock,+,,64,0,minecraft:melon_block#inventory
minecraft:melon_seeds,0,,Melon Seeds,,item.seeds_melon,net.minecraft.item.ItemSeeds,-,,64,0,minecraft:melon_seeds#inventory
minecraft:milk_bucket,0,,Milk,,item.milk,net.minecraft.item.ItemBucketMilk,-,,1,0,minecraft:milk_bucket#inventory
minecraft:minecart,0,,Minecart,,item.minecart,net.minecraft.item.ItemMinecart,-,,1,0,minecraft:minecart#inventory
minecraft:monster_egg,0,,Stone Monster Egg,,tile.monsterStoneEgg.stone,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:stone_monster_egg#inventory
minecraft:monster_egg,1,,Cobblestone Monster Egg,,tile.monsterStoneEgg.cobble,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:cobblestone_monster_egg#inventory
minecraft:monster_egg,2,,Stone Brick Monster Egg,,tile.monsterStoneEgg.brick,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:stone_brick_monster_egg#inventory
minecraft:monster_egg,3,,Mossy Stone Brick Monster Egg,,tile.monsterStoneEgg.mossybrick,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:mossy_brick_monster_egg#inventory
minecraft:monster_egg,4,,Cracked Stone Brick Monster Egg,,tile.monsterStoneEgg.crackedbrick,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:cracked_brick_monster_egg#inventory
minecraft:monster_egg,5,,Chiseled Stone Brick Monster Egg,,tile.monsterStoneEgg.chiseledbrick,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:chiseled_brick_monster_egg#inventory
minecraft:mossy_cobblestone,0,,Moss Stone,,tile.stoneMoss,net.minecraft.item.ItemBlock,+,,64,0,minecraft:mossy_cobblestone#inventory
minecraft:mushroom_stew,0,,Mushroom Stew,,item.mushroomStew,net.minecraft.item.ItemSoup,-,,1,0,minecraft:mushroom_stew#inventory
minecraft:mutton,0,,Raw Mutton,,item.muttonRaw,net.minecraft.item.ItemFood,-,,64,0,minecraft:mutton#inventory
minecraft:mycelium,0,,Mycelium,,tile.mycel,net.minecraft.item.ItemBlock,+,,64,0,minecraft:mycelium#inventory
minecraft:name_tag,0,,Name Tag,,item.nameTag,net.minecraft.item.ItemNameTag,-,,64,0,minecraft:name_tag#inventory
minecraft:nether_brick,0,,Nether Brick,,tile.netherBrick,net.minecraft.item.ItemBlock,+,,64,0,minecraft:nether_brick#inventory
minecraft:nether_brick_fence,0,,Nether Brick Fence,,tile.netherFence,net.minecraft.item.ItemBlock,+,,64,0,minecraft:nether_brick_fence#inventory
minecraft:nether_brick_stairs,0,,Nether Brick Stairs,,tile.stairsNetherBrick,net.minecraft.item.ItemBlock,+,,64,0,minecraft:nether_brick_stairs#inventory
minecraft:nether_star,0,,Nether Star,,item.netherStar,net.minecraft.item.ItemSimpleFoiled,-,netherStar,64,0,minecraft:nether_star#inventory
minecraft:nether_wart,0,,Nether Wart,,item.netherStalkSeeds,net.minecraft.item.ItemSeeds,-,cropNetherWart,64,0,minecraft:nether_wart#inventory
minecraft:nether_wart_block,0,,Nether Wart Block,,tile.netherWartBlock,net.minecraft.item.ItemBlock,+,,64,0,minecraft:nether_wart_block#inventory
minecraft:netherbrick,0,,Nether Brick,,item.netherbrick,net.minecraft.item.Item,-,ingotBrickNether,64,0,minecraft:netherbrick#inventory
minecraft:netherrack,0,,Netherrack,,tile.hellrock,net.minecraft.item.ItemBlock,+,netherrack,64,0,minecraft:netherrack#inventory
minecraft:noteblock,0,,Note Block,,tile.musicBlock,net.minecraft.item.ItemBlock,+,,64,0,minecraft:noteblock#inventory
minecraft:oak_stairs,0,,Oak Wood Stairs,,tile.stairsWood,net.minecraft.item.ItemBlock,+,stairWood,64,0,minecraft:oak_stairs#inventory
minecraft:observer,0,,Observer,,tile.observer,net.minecraft.item.ItemBlock,+,,64,0,minecraft:observer#inventory
minecraft:obsidian,0,,Obsidian,,tile.obsidian,net.minecraft.item.ItemBlock,+,obsidian,64,0,minecraft:obsidian#inventory
minecraft:orange_glazed_terracotta,0,,Orange Glazed Terracotta,,tile.glazedTerracottaOrange,net.minecraft.item.ItemBlock,+,,64,0,minecraft:orange_glazed_terracotta#inventory
minecraft:orange_shulker_box,0,,Orange Shulker Box,,tile.shulkerBoxOrange,net.minecraft.item.ItemShulkerBox,+,,1,0,minecraft:orange_shulker_box#inventory
minecraft:packed_ice,0,,Packed Ice,,tile.icePacked,net.minecraft.item.ItemBlock,+,,64,0,minecraft:packed_ice#inventory
minecraft:painting,0,,Painting,,item.painting,net.minecraft.item.ItemHangingEntity,-,,64,0,minecraft:painting#inventory
minecraft:paper,0,,Paper,,item.paper,net.minecraft.item.Item,-,paper,64,0,minecraft:paper#inventory
minecraft:pink_glazed_terracotta,0,,Pink Glazed Terracotta,,tile.glazedTerracottaPink,net.minecraft.item.ItemBlock,+,,64,0,minecraft:pink_glazed_terracotta#inventory
minecraft:pink_shulker_box,0,,Pink Shulker Box,,tile.shulkerBoxPink,net.minecraft.item.ItemShulkerBox,+,,1,0,minecraft:pink_shulker_box#inventory
minecraft:piston,0,,Piston,,tile.pistonBase,net.minecraft.item.ItemPiston,+,,64,0,minecraft:piston#inventory
minecraft:planks,0,,Oak Wood Planks,,tile.wood.oak,net.minecraft.item.ItemMultiTexture,+,plankWood,64,0,minecraft:oak_planks#inventory
minecraft:planks,1,,Spruce Wood Planks,,tile.wood.spruce,net.minecraft.item.ItemMultiTexture,+,plankWood,64,0,minecraft:spruce_planks#inventory
minecraft:planks,2,,Birch Wood Planks,,tile.wood.birch,net.minecraft.item.ItemMultiTexture,+,plankWood,64,0,minecraft:birch_planks#inventory
minecraft:planks,3,,Jungle Wood Planks,,tile.wood.jungle,net.minecraft.item.ItemMultiTexture,+,plankWood,64,0,minecraft:jungle_planks#inventory
minecraft:planks,4,,Acacia Wood Planks,,tile.wood.acacia,net.minecraft.item.ItemMultiTexture,+,plankWood,64,0,minecraft:acacia_planks#inventory
minecraft:planks,5,,Dark Oak Wood Planks,,tile.wood.big_oak,net.minecraft.item.ItemMultiTexture,+,plankWood,64,0,minecraft:dark_oak_planks#inventory
minecraft:poisonous_potato,0,,Poisonous Potato,,item.potatoPoisonous,net.minecraft.item.ItemFood,-,,64,0,minecraft:poisonous_potato#inventory
minecraft:porkchop,0,,Raw Porkchop,,item.porkchopRaw,net.minecraft.item.ItemFood,-,,64,0,minecraft:porkchop#inventory
minecraft:potato,0,,Potato,,item.potato,net.minecraft.item.ItemSeedFood,-,cropPotato,64,0,minecraft:potato#inventory
minecraft:potion,0,"{Potion:""minecraft:water""}",Water Bottle,§7No Effects,item.potion,net.minecraft.item.ItemPotion,-,,1,0,minecraft:bottle_drinkable#inventory
